example_id,chunk_id,method,rate,chunk_len,selected_count,n_calibration_queries
0,0,qk_frequency_per_chunk,0.15,50,7,8
0,0,qk_mean_score_per_chunk,0.15,50,7,8
0,1,qk_frequency_per_chunk,0.15,92,13,8
0,1,qk_mean_score_per_chunk,0.15,92,13,8
0,2,qk_frequency_per_chunk,0.15,76,11,8
0,2,qk_mean_score_per_chunk,0.15,76,11,8
0,3,qk_frequency_per_chunk,0.15,98,14,8
0,3,qk_mean_score_per_chunk,0.15,98,14,8
0,4,qk_frequency_per_chunk,0.15,52,7,8
0,4,qk_mean_score_per_chunk,0.15,52,7,8
0,5,qk_frequency_per_chunk,0.15,214,32,8
0,5,qk_mean_score_per_chunk,0.15,214,32,8
0,6,qk_frequency_per_chunk,0.15,121,18,8
0,6,qk_mean_score_per_chunk,0.15,121,18,8
0,7,qk_frequency_per_chunk,0.15,301,45,8
0,7,qk_mean_score_per_chunk,0.15,301,45,8
0,8,qk_frequency_per_chunk,0.15,84,12,8
0,8,qk_mean_score_per_chunk,0.15,84,12,8
0,9,qk_frequency_per_chunk,0.15,83,12,8
0,9,qk_mean_score_per_chunk,0.15,83,12,8
1,0,qk_frequency_per_chunk,0.15,90,13,8
1,0,qk_mean_score_per_chunk,0.15,90,13,8
1,1,qk_frequency_per_chunk,0.15,85,12,8
1,1,qk_mean_score_per_chunk,0.15,85,12,8
1,2,qk_frequency_per_chunk,0.15,130,19,8
1,2,qk_mean_score_per_chunk,0.15,130,19,8
1,3,qk_frequency_per_chunk,0.15,86,12,8
1,3,qk_mean_score_per_chunk,0.15,86,12,8
1,4,qk_frequency_per_chunk,0.15,135,20,8
1,4,qk_mean_score_per_chunk,0.15,135,20,8
1,5,qk_frequency_per_chunk,0.15,217,32,8
1,5,qk_mean_score_per_chunk,0.15,217,32,8
1,6,qk_frequency_per_chunk,0.15,56,8,8
1,6,qk_mean_score_per_chunk,0.15,56,8,8
1,7,qk_frequency_per_chunk,0.15,216,32,8
1,7,qk_mean_score_per_chunk,0.15,216,32,8
1,8,qk_frequency_per_chunk,0.15,113,16,8
1,8,qk_mean_score_per_chunk,0.15,113,16,8
1,9,qk_frequency_per_chunk,0.15,77,11,8
1,9,qk_mean_score_per_chunk,0.15,77,11,8
2,0,qk_frequency_per_chunk,0.15,64,9,8
2,0,qk_mean_score_per_chunk,0.15,64,9,8
2,1,qk_frequency_per_chunk,0.15,122,18,8
2,1,qk_mean_score_per_chunk,0.15,122,18,8
2,2,qk_frequency_per_chunk,0.15,88,13,8
2,2,qk_mean_score_per_chunk,0.15,88,13,8
2,3,qk_frequency_per_chunk,0.15,48,7,8
2,3,qk_mean_score_per_chunk,0.15,48,7,8
2,4,qk_frequency_per_chunk,0.15,185,27,8
2,4,qk_mean_score_per_chunk,0.15,185,27,8
2,5,qk_frequency_per_chunk,0.15,63,9,8
2,5,qk_mean_score_per_chunk,0.15,63,9,8
2,6,qk_frequency_per_chunk,0.15,99,14,8
2,6,qk_mean_score_per_chunk,0.15,99,14,8
2,7,qk_frequency_per_chunk,0.15,106,15,8
2,7,qk_mean_score_per_chunk,0.15,106,15,8
2,8,qk_frequency_per_chunk,0.15,234,35,8
2,8,qk_mean_score_per_chunk,0.15,234,35,8
2,9,qk_frequency_per_chunk,0.15,368,55,8
2,9,qk_mean_score_per_chunk,0.15,368,55,8
3,0,qk_frequency_per_chunk,0.15,108,16,8
3,0,qk_mean_score_per_chunk,0.15,108,16,8
3,1,qk_frequency_per_chunk,0.15,92,13,8
3,1,qk_mean_score_per_chunk,0.15,92,13,8
3,2,qk_frequency_per_chunk,0.15,90,13,8
3,2,qk_mean_score_per_chunk,0.15,90,13,8
3,3,qk_frequency_per_chunk,0.15,170,25,8
3,3,qk_mean_score_per_chunk,0.15,170,25,8
3,4,qk_frequency_per_chunk,0.15,141,21,8
3,4,qk_mean_score_per_chunk,0.15,141,21,8
3,5,qk_frequency_per_chunk,0.15,200,30,8
3,5,qk_mean_score_per_chunk,0.15,200,30,8
3,6,qk_frequency_per_chunk,0.15,52,7,8
3,6,qk_mean_score_per_chunk,0.15,52,7,8
3,7,qk_frequency_per_chunk,0.15,143,21,8
3,7,qk_mean_score_per_chunk,0.15,143,21,8
3,8,qk_frequency_per_chunk,0.15,68,10,8
3,8,qk_mean_score_per_chunk,0.15,68,10,8
3,9,qk_frequency_per_chunk,0.15,90,13,8
3,9,qk_mean_score_per_chunk,0.15,90,13,8
3,10,qk_frequency_per_chunk,0.15,89,13,8
3,10,qk_mean_score_per_chunk,0.15,89,13,8
4,0,qk_frequency_per_chunk,0.15,96,14,8
4,0,qk_mean_score_per_chunk,0.15,96,14,8
4,1,qk_frequency_per_chunk,0.15,139,20,8
4,1,qk_mean_score_per_chunk,0.15,139,20,8
4,2,qk_frequency_per_chunk,0.15,192,28,8
4,2,qk_mean_score_per_chunk,0.15,192,28,8
4,3,qk_frequency_per_chunk,0.15,126,18,8
4,3,qk_mean_score_per_chunk,0.15,126,18,8
4,4,qk_frequency_per_chunk,0.15,265,39,8
4,4,qk_mean_score_per_chunk,0.15,265,39,8
4,5,qk_frequency_per_chunk,0.15,74,11,8
4,5,qk_mean_score_per_chunk,0.15,74,11,8
4,6,qk_frequency_per_chunk,0.15,60,9,8
4,6,qk_mean_score_per_chunk,0.15,60,9,8
4,7,qk_frequency_per_chunk,0.15,45,6,8
4,7,qk_mean_score_per_chunk,0.15,45,6,8
4,8,qk_frequency_per_chunk,0.15,79,11,8
4,8,qk_mean_score_per_chunk,0.15,79,11,8
4,9,qk_frequency_per_chunk,0.15,102,15,8
4,9,qk_mean_score_per_chunk,0.15,102,15,8
4,10,qk_frequency_per_chunk,0.15,148,22,8
4,10,qk_mean_score_per_chunk,0.15,148,22,8
4,11,qk_frequency_per_chunk,0.15,139,20,8
4,11,qk_mean_score_per_chunk,0.15,139,20,8
4,12,qk_frequency_per_chunk,0.15,149,22,8
4,12,qk_mean_score_per_chunk,0.15,149,22,8
4,13,qk_frequency_per_chunk,0.15,228,34,8
4,13,qk_mean_score_per_chunk,0.15,228,34,8
4,14,qk_frequency_per_chunk,0.15,196,29,8
4,14,qk_mean_score_per_chunk,0.15,196,29,8
4,15,qk_frequency_per_chunk,0.15,72,10,8
4,15,qk_mean_score_per_chunk,0.15,72,10,8
4,16,qk_frequency_per_chunk,0.15,88,13,8
4,16,qk_mean_score_per_chunk,0.15,88,13,8
4,17,qk_frequency_per_chunk,0.15,86,12,8
4,17,qk_mean_score_per_chunk,0.15,86,12,8
4,18,qk_frequency_per_chunk,0.15,321,48,8
4,18,qk_mean_score_per_chunk,0.15,321,48,8
6,0,qk_frequency_per_chunk,0.15,183,27,8
6,0,qk_mean_score_per_chunk,0.15,183,27,8
6,1,qk_frequency_per_chunk,0.15,84,12,8
6,1,qk_mean_score_per_chunk,0.15,84,12,8
6,2,qk_frequency_per_chunk,0.15,154,23,8
6,2,qk_mean_score_per_chunk,0.15,154,23,8
6,3,qk_frequency_per_chunk,0.15,244,36,8
6,3,qk_mean_score_per_chunk,0.15,244,36,8
6,4,qk_frequency_per_chunk,0.15,86,12,8
6,4,qk_mean_score_per_chunk,0.15,86,12,8
6,5,qk_frequency_per_chunk,0.15,49,7,8
6,5,qk_mean_score_per_chunk,0.15,49,7,8
6,6,qk_frequency_per_chunk,0.15,203,30,8
6,6,qk_mean_score_per_chunk,0.15,203,30,8
6,7,qk_frequency_per_chunk,0.15,140,21,8
6,7,qk_mean_score_per_chunk,0.15,140,21,8
6,8,qk_frequency_per_chunk,0.15,113,16,8
6,8,qk_mean_score_per_chunk,0.15,113,16,8
6,9,qk_frequency_per_chunk,0.15,148,22,8
6,9,qk_mean_score_per_chunk,0.15,148,22,8
